metric,mean__chm,mean__veg_height_mean,mean__veg_height_median,mean__crr,mean__veg_height_q10,mean__veg_height_q20,mean__veg_height_q30,mean__veg_height_q40,mean__veg_height_q50,mean__veg_height_q60,mean__veg_height_q70,mean__veg_height_q80,mean__veg_height_q90,mean__veg_height_sd,mean__veg_height_cv,mean__veg_height_skew,mean__veg_height_kurt,mean__veg_height_gini,mean__canopy_cover_gt1m,mean__canopy_cover_gt1m_w,mean__fhd,mean__fhd_w,mean__vci,mean__vci_w,mean__shann_capture,mean__shann_capture_w,mean__norm_shann_capture,mean__norm_shann_capture_w,max__chm,sd__chm,sd__veg_height_mean,sd__veg_height_median,sd__crr,sd__veg_height_q10,sd__veg_height_q20,sd__veg_height_q30,sd__veg_height_q40,sd__veg_height_q50,sd__veg_height_q60,sd__veg_height_q70,sd__veg_height_q80,sd__veg_height_q90,sd__veg_height_sd,sd__veg_height_cv,sd__veg_height_skew,sd__veg_height_kurt,sd__veg_height_gini,sd__canopy_cover_gt1m,sd__canopy_cover_gt1m_w,sd__fhd,sd__fhd_w,sd__vci,sd__vci_w,sd__shann_capture,sd__shann_capture_w,sd__norm_shann_capture,sd__norm_shann_capture_w,cv__chm,cv__veg_height_mean,cv__veg_height_median,cv__veg_height_q10,cv__veg_height_q20,cv__veg_height_q30,cv__veg_height_q40,cv__veg_height_q50,cv__veg_height_q60,cv__veg_height_q70,cv__veg_height_q80,cv__veg_height_q90,cv__veg_height_sd
sd__veg_height_mean,0.865811339167007,0.7795055762333519,0.7553193038938645,-0.01438881068267245,0.45525203957890714,0.5620204822989017,0.6518234458916777,0.715749188712216,0.7553193038938645,0.7819177590881312,0.8049276916575459,0.8262260294431647,0.8452672559698015,0.8702319663187477,0.29565534203844096,-0.0387203447256446,0.2382596372184258,0.20234755006805819,0.3615407533362932,0.3335402074864867,0.4518098514774347,0.4469224110977194,-0.2816809187923032,-0.280175745658469,0.4441206977323282,0.42517442180069664,-0.2849945715984667,-0.26662875408590475,0.9404607047036144,0.9616559394759536,1.0,0.9835122974388988,0.5643258335063136,0.8263738665682282,0.9101412253712672,0.9583878808665162,0.9776855489340743,0.9835122974388988,0.9856632775368739,0.9854934135708852,0.982331666013114,0.9756274634173134,0.9735031765208958,0.46534065066715197,0.7349196571647797,0.6451944876890734,0.45834276955718084,-0.20853356893505506,-0.2042174092765528,0.4423828006950279,0.46791803612298355,-0.22702667527594222,-0.24587058423325078,0.37564164988596277,0.35675090726143327,-0.25712655745067825,-0.2869593304996972,0.1891611218589269,0.24589198562282194,0.29870451264911996,0.3533278191921708,0.3688845001417349,0.3559748542596831,0.3272991756710998,0.29870451264911996,0.275381393573778,0.25689630562092436,0.24097425553921534,0.2229477140425506,0.25848569265696225
sd__veg_height_median,0.8904710529471952,0.785252919762469,0.7626937927545988,-0.07392118327654328,0.39766528268755696,0.5143591500483516,0.6225386503713289,0.7068696431402961,0.7626937927545988,0.7995622715663164,0.8277110689896432,0.8509159740515316,0.8707308484582886,0.9259268234486819,0.37060709393301366,0.025515073801412623,0.1442500186630313,0.28209691856227165,0.3650759661486203,0.3372469670493194,0.4613665414822474,0.4579539300567925,-0.2658246793539396,-0.2622807930554876,0.4437300902886962,0.42412018041750416,-0.28221003917419507,-0.26484297826428965,0.9227685859461429,0.9309144515023003,0.9835122974388988,1.0,0.5701641064071703,0.7874833849164161,0.8960605756445129,0.9633964630013683,0.9936571963947971,1.0,0.9963593988561426,0.9873542630879281,0.9748891116733887,0.9580117292691191,0.9678085039957157,0.46859161714781467,0.7222239435418997,0.6096547095692518,0.45742664208013867,-0.24469123926228836,-0.23941141725169307,0.3941362365805559,0.4154207642051683,-0.26364177281148077,-0.28407882934133316,0.31570539349652477,0.29497151683794787,-0.3013685267465985,-0.33206157978823,0.13792829265904374,0.2153027843654293,0.29978208445240956,0.38016211778940806,0.39122253692224607,0.37512243341621865,0.3397536292250405,0.29978208445240956,0.2642251733802615,0.23469932272999655,0.2093739130319307,0.18209003080465483,0.18997656859742285
sd__crr,0.2576718041452047,0.13102721603986095,0.1254568808007208,-0.4235566137588316,-0.2061067158707139,-0.10021495154941237,0.002046910515173598,0.0776698497697141,0.1254568808007208,0.15655931796011016,0.18326388042025463,0.20830181796369107,0.2324269628730031,0.39045602288881276,0.6593027065442092,0.3714459074104061,0.053036622225866914,0.5841895221852358,-0.41685806394029334,-0.43861362407818416,-0.28891620897540016,-0.2933296686172401,-0.7260123156419731,-0.7220292521098725,-0.3358918427964349,-0.3585105909839259,-0.7892283270102097,-0.791488586807153,0.37901924940700604,0.5800643654262528,0.5643258335063136,0.5701641064071703,1.0,0.34552124015329283,0.4904595676030655,0.5500777138033852,0.5662771329850295,0.5701641064071703,0.5740746463946593,0.5790572829562215,0.5828941878757611,0.5834607793736067,0.5806732181224196,0.8710342591213893,0.7372777620887904,0.4638131300317171,0.9363605367021557,0.5195085786206631,0.5224321978045943,0.6977578636215479,0.7116757421079118,0.4619821714523635,0.4486225351296416,0.6461801649004711,0.6184457093023197,0.41427276730726126,0.38073275674987644,0.5671942056059165,0.6560780090093902,0.6541715081040987,0.6740852977732626,0.7162012829190687,0.7079412101744444,0.6808655367357823,0.6541715081040987,0.6352881240730612,0.6206098740557116,0.6090353125080182,0.5913694870124864,0.5278329661906178
sd__veg_height_q10,0.8746950785763298,0.9077842824152219,0.9079639060963918,0.41454745622639827,0.7441294626729267,0.850218440908607,0.9039834807667393,0.9159221791972701,0.9079639060963918,0.8956617899291369,0.8872679711245148,0.8826642767279956,0.8788687723069686,0.7944060038524523,-0.06109144024992074,-0.5146601851727833,0.5004141522048238,-0.16421647167432926,0.46566700713068626,0.44763015445722404,0.5843349269235913,0.5729756431222145,-0.01734646106550045,-0.02897928313491393,0.5826949883460831,0.5684017108933704,-0.014733518139546082,0.00039566772509448504,0.7882498094671023,0.6740796070220626,0.8263738665682282,0.7874833849164161,0.34552124015329283,1.0,0.9603659319566128,0.8972132794703276,0.8344984502905843,0.787483384916416,0.755818270117539,0.7332319430389602,0.7148920466036671,0.696723304018086,0.7243066647376694,0.25793911383108753,0.6311520875479749,0.6855197546293109,0.3182761646778547,-0.30611590089072155,-0.2849633526300529,0.3125402964931502,0.3190731616959561,-0.294102594001006,-0.3230983715023634,0.33539679400694006,0.34794933498435165,-0.2592387457576237,-0.2658229237136044,-0.19407452309763054,-0.14004036990845523,-0.12271131142344344,0.10914367016743433,0.051364096539151395,-0.020270255720096917,-0.08218410218209347,-0.12271131142344344,-0.14530491400127843,-0.1585447523360101,-0.1675337818339822,-0.17645560625679782,-0.0641605322522429
sd__veg_height_q20,0.8960157699302401,0.8747647108908427,0.8754110510736691,0.2102190477025835,0.570461791803254,0.7100330776839066,0.8077006167824009,0.8569327080269702,0.8754110510736691,0.880994976986178,0.8850644900593283,0.8895383197233747,0.8931876905481088,0.8813284580437739,0.15853218467088853,-0.32009379307077246,0.3564270154974712,0.05659817895158212,0.3788136873759217,0.3558636283716002,0.509087842857741,0.5008859160665666,-0.1487004007130705,-0.15384761318757884,0.4919196544152908,0.4731650048950687,-0.16593328794328177,-0.15205999317832228,0.8408403566954189,0.777125112908895,0.9101412253712672,0.8960605756445129,0.4904595676030655,0.9603659319566128,1.0,0.979387943138542,0.9358157250771605,0.8960605756445129,0.866594353632128,0.8439141101053734,0.8242250486569538,0.8037751138012628,0.8294870442635557,0.4123640029163196,0.6991049540320436,0.67107360700141,0.45425029749187507,-0.22838576946127748,-0.20946471369175762,0.38779169393080126,0.3985640452530781,-0.2450783323526634,-0.27268499107989613,0.3730570136384542,0.3721114749268519,-0.23874950940394338,-0.255652671226999,-0.06635895589848562,0.01177284865682929,0.0509025667539794,0.3022011542816855,0.2466712917067778,0.1716056286153907,0.10193456668371999,0.0509025667539794,0.017834954636416513,-0.0044614085224459355,-0.021214785482501112,-0.03827728529978748,0.020953669169595984
sd__veg_height_q30,0.9096737297295395,0.8477882047688733,0.8410221897133195,0.07330132225652208,0.47982348746411474,0.6191048741124774,0.7315202825611785,0.8027918168805954,0.8410221897133195,0.861662446222385,0.8766943430391397,0.8893542999281893,0.8999601284532686,0.9275250193903456,0.278386509217988,-0.16207673010908613,0.25020121620244523,0.18055400798304047,0.3613281009838842,0.33570866940703337,0.4817654781949976,0.4758336185587403,-0.21544937120049273,-0.21629260560740982,0.46094248480146666,0.44102423992690754,-0.2367328735640068,-0.2216392808611471,0.884670760104187,0.853462122319778,0.9583878808665162,0.9633964630013683,0.5500777138033852,0.8972132794703276,0.979387943138542,1.0,0.9865619774842438,0.9633964630013683,0.9419532556947158,0.9225100785146151,0.9037368988976885,0.8827119629174647,0.903879871880073,0.46289429957259626,0.7254466531288779,0.6487324144948162,0.4831050180917827,-0.22413017995437254,-0.21016113322876512,0.4023626112316566,0.41721184098511865,-0.2473541507010757,-0.2725545384064671,0.358119975983262,0.347926627837905,-0.2616399375876032,-0.2852213074972981,0.022446446599965454,0.10734431282740295,0.16913411382677968,0.3684402122352179,0.33669150565256833,0.28107191505823903,0.22027013249046368,0.16913411382677968,0.13168576966489834,0.10402132098359887,0.08197882867414884,0.05898149659307607,0.08844914972541598
sd__veg_height_q40,0.9080489508299812,0.818849095481701,0.8033335357762326,-0.016577536037053784,0.42993972446860573,0.5577268505083264,0.670623436563703,0.7526370814050223,0.8033335357762326,0.834626573882267,0.8577957968973732,0.8767096928554228,0.8927005091733214,0.939739827986701,0.339729326910714,-0.04757182606668694,0.17817921044070614,0.2474338343887165,0.3667342891982286,0.3398202566774364,0.4740110781476668,0.4696980461706384,-0.24367458710809267,-0.24173458759458089,0.4539707323563513,0.434186205774602,-0.2634786750194983,-0.24695536353159156,0.9101341380024711,0.9000324745616085,0.9776855489340743,0.9936571963947971,0.5662771329850295,0.8344984502905843,0.9358157250771605,0.9865619774842438,1.0,0.9936571963947971,0.981409150627771,0.9665673055524978,0.9500495314974554,0.9299245376310556,0.9456200934546954,0.4671265440926797,0.7263393961124603,0.6242055183153554,0.46952226955820553,-0.24137593005688357,-0.23224657210284888,0.3943597153378926,0.41259382032671515,-0.2619016293168874,-0.284598411172848,0.32959958966398445,0.31345686782512794,-0.2900913308001893,-0.3177315739427891,0.08307177119041709,0.16620718564832795,0.24464398973424906,0.37717394895423845,0.3705176387482428,0.3379554891723652,0.2909723246103435,0.24464398973424906,0.20673929875034283,0.1767142226219435,0.15175430304559623,0.12522120275132648,0.13885331721498007
sd__veg_height_q50,0.8904710529471952,0.785252919762469,0.7626937927545988,-0.07392118327654328,0.39766528268755696,0.5143591500483516,0.6225386503713289,0.7068696431402961,0.7626937927545988,0.7995622715663164,0.8277110689896432,0.8509159740515316,0.8707308484582886,0.9259268234486819,0.37060709393301366,0.025515073801412623,0.1442500186630313,0.28209691856227165,0.3650759661486203,0.3372469670493194,0.4613665414822474,0.4579539300567925,-0.2658246793539396,-0.2622807930554876,0.4437300902886962,0.42412018041750416,-0.28221003917419507,-0.26484297826428965,0.9227685859461429,0.9309144515023003,0.9835122974388988,1.0,0.5701641064071703,0.787483384916416,0.8960605756445129,0.9633964630013683,0.9936571963947971,1.0,0.9963593988561426,0.9873542630879281,0.9748891116733887,0.9580117292691191,0.9678085039957157,0.46859161714781467,0.7222239435418997,0.6096547095692518,0.45742664208013867,-0.24469123926228836,-0.23941141725169307,0.3941362365805559,0.4154207642051683,-0.26364177281148077,-0.28407882934133316,0.31570539349652477,0.29497151683794787,-0.3013685267465985,-0.33206157978823,0.13792829265904374,0.2153027843654293,0.29978208445240956,0.38016211778940806,0.39122253692224607,0.37512243341621865,0.3397536292250405,0.29978208445240956,0.2642251733802615,0.23469932272999655,0.2093739130319307,0.18209003080465483,0.18997656859742285
sd__veg_height_q60,0.8663564689990734,0.7527803997475909,0.7253693517977507,-0.10872135736123302,0.3762251411466678,0.4844078751429126,0.5867528901500203,0.6690790900749093,0.7253693517977507,0.764166799318514,0.7948773940140622,0.8208238213352922,0.8432793805029501,0.9007097653866759,0.38396226817234974,0.06847067463797288,0.13796189206924017,0.29703926128937475,0.3534860712516918,0.3250312561209363,0.44143630026316255,0.43839285760170466,-0.28997441638467675,-0.28562234395152764,0.4269086100458009,0.40742031483052255,-0.30205053546254945,-0.2841943687107367,0.9290173496042039,0.954786063743947,0.9856632775368739,0.9963593988561426,0.5740746463946593,0.755818270117539,0.866594353632128,0.9419532556947158,0.981409150627771,0.9963593988561426,1.0,0.9970555718183716,0.9894777991628,0.9770745004661009,0.9810148341540955,0.4754540268505049,0.7210513805664182,0.6053406311503507,0.4547833802349586,-0.23158830067590747,-0.22915597107611888,0.4060780078115092,0.429903188196826,-0.2508242303423099,-0.26949383230287033,0.31951014715070997,0.2951805954284798,-0.2946654527989561,-0.3277726576387366,0.19133542397522155,0.2610869969560313,0.34335900286081733,0.3859680750062582,0.4090464314357253,0.40369954719466766,0.3769548834327595,0.34335900286081733,0.3117579202180203,0.2847149723994884,0.26091627302381565,0.23484709666038645,0.24282122792139485
sd__veg_height_q70,0.8391658738163863,0.7217427765438846,0.6911416533832511,-0.13058944928906463,0.3604425518573833,0.4620868249704172,0.5585969685661136,0.636888074090444,0.6911416533832511,0.7297094228780298,0.7614586651597272,0.7891263712367872,0.8134537257008158,0.8701173862635687,0.3883615310742559,0.09378947905032643,0.1473366059052898,0.3015954812963843,0.33448650563459464,0.30550750435396856,0.4171584442701633,0.41414143640825807,-0.31595602741560874,-0.3112870738951825,0.40580372515900076,0.38631877033315454,-0.32365304309716164,-0.3055841495108403,0.9315855029049104,0.9737794661681956,0.9854934135708852,0.9873542630879281,0.5790572829562215,0.7332319430389602,0.8439141101053734,0.9225100785146151,0.9665673055524978,0.9873542630879281,0.9970555718183716,1.0,0.9975980015388234,0.9902197755223168,0.9887032199310003,0.4867083440609081,0.7229647673596514,0.6081394600350427,0.45886241556345186,-0.2081687906401574,-0.20801329139382604,0.42544219632202795,0.45120051940209516,-0.22947379255783787,-0.24690300153046277,0.3341592809427394,0.3068355439816478,-0.2772662636275521,-0.3124223598725172,0.24358889957563604,0.3051901645393187,0.3806325608712369,0.3951700173306346,0.42649918624432787,0.4284360387940389,0.40824694872043443,0.3806325608712369,0.3536477565928191,0.33009162626249056,0.3088240334967433,0.2850058378563643,0.2962078109243667
sd__veg_height_q80,0.8110872189626365,0.6926298717984737,0.6599564737913528,-0.1441006688576751,0.3484153424281652,0.4443144129865814,0.5351188824407885,0.6087139701628798,0.6599564737913528,0.6972850202385343,0.7291998554238274,0.757852011279102,0.7834224523013004,0.8377256994114763,0.3865536869603747,0.10911430834831072,0.1612331753884229,0.29977000113553914,0.3135003121403416,0.2842123958439565,0.3918184039454266,0.3887620117147845,-0.3398829082077052,-0.33505078056761356,0.3835749191027861,0.3641763539197955,-0.3433719438882502,-0.325189576489777,0.9301459763655707,0.9868729031127932,0.982331666013114,0.9748891116733887,0.5828941878757611,0.7148920466036671,0.8242250486569538,0.9037368988976885,0.9500495314974554,0.9748891116733887,0.9894777991628,0.9975980015388234,1.0,0.9974559110498635,0.9910417039391652,0.49665113227147234,0.7239108486058984,0.6111404877604806,0.4639207177559572,-0.18175076798666384,-0.18359225474977758,0.4459830919713447,0.47331499273140587,-0.20481231170254338,-0.22120160270912193,0.3523254477439134,0.3227449915649759,-0.2550299274210212,-0.2917176273266687,0.29057831170755183,0.3440087768253186,0.4107888388322132,0.4023245484444422,0.44025635349240916,0.44787656897609046,0.4330036178168139,0.4107888388322132,0.38842359917832164,0.36860744434152,0.3502628041348045,0.32915338981391357,0.3446948899572248
sd__veg_height_q90,0.7796238147197546,0.661917832380637,0.6277144997656833,-0.15401681004453255,0.33704061479024194,0.4272459289318132,0.5119865163772025,0.5801675435315525,0.6277144997656833,0.6632464077746096,0.6948636253501167,0.7240661032328186,0.7504564821812926,0.8011730870311341,0.3807149415157344,0.12039006777223324,0.17497157879944616,0.29452452748044744,0.29133343969525305,0.2618819851660803,0.36494792561377964,0.3618394216481392,-0.3635111343357742,-0.35855589934718135,0.3601186911863442,0.34094840356621636,-0.3624636998465091,-0.3441007796637407,0.9262606530782979,0.9958031469907663,0.9756274634173134,0.9580117292691191,0.5834607793736067,0.696723304018086,0.8037751138012628,0.8827119629174647,0.9299245376310556,0.9580117292691191,0.9770745004661009,0.9902197755223168,0.9974559110498635,1.0,0.9886211328673571,0.5038685867276683,0.7207179050388419,0.6107568154593446,0.46729536915976894,-0.15378679757824068,-0.15782003927941124,0.465633156383062,0.49463449764806944,-0.17928835848971877,-0.1944996558189853,0.3704179272438562,0.33881654308581666,-0.23139807477397378,-0.2694194903918078,0.33690991515812296,0.3814338230520878,0.4382123850606579,0.40794611561192123,0.45192565872600016,0.46477216597170706,0.4549782657295473,0.4382123850606579,0.4206855804564213,0.40489355958386614,0.38981627827187676,0.37191793247313376,0.39261394734285104
sd__veg_height_sd,0.8117724905996541,0.6970170020426346,0.6653540924221012,-0.13398331379564907,0.35636821990246353,0.45337727087669855,0.5442431249561408,0.6160490423031026,0.6653540924221012,0.7010492520312483,0.7318528930268072,0.7597388106374887,0.7848166041095537,0.8391468266702372,0.40105745110755736,0.08720312508676425,0.21238225540344313,0.3060954341044069,0.29066730667620727,0.26103839418717617,0.3785287821460342,0.3745552591442959,-0.36170834049415074,-0.3578989216071299,0.36831869025128633,0.3480001415099965,-0.3670932733431553,-0.3489674113496367,0.9279698946354877,0.9786771153237521,0.9735031765208958,0.9678085039957157,0.5806732181224196,0.7243066647376694,0.8294870442635557,0.903879871880073,0.9456200934546954,0.9678085039957157,0.9810148341540955,0.9887032199310003,0.9910417039391652,0.9886211328673571,1.0,0.526616282688801,0.7516677312003077,0.6668459704429899,0.4897256707523371,-0.17823372820063962,-0.18175536852609128,0.4524385553511558,0.47293028451078384,-0.20871065818932708,-0.23067379302133015,0.3523042872283324,0.31775329131721664,-0.26327435235987545,-0.3035332617009785,0.29685242985946186,0.35829001903219493,0.4324747467096211,0.44594625687250056,0.48051648652894197,0.48180055209713313,0.46004148483025964,0.4324747467096211,0.40613475396669196,0.38318956879479105,0.3618189383368703,0.33814179303564357,0.3723628827790151
sd__veg_height_cv,0.16822727814967084,0.03343975051291734,0.027548509332075893,-0.5203650233625321,-0.2954306960946807,-0.18128220742739323,-0.07812265164328779,-0.01180051706713191,0.027548509332075893,0.05436563846764289,0.08135081674141645,0.1088280648826158,0.13682074296714886,0.3101883744888179,0.781638860262068,0.3901003397514667,0.1679216887256357,0.6866981404600178,-0.5212814742384858,-0.5519265795354447,-0.3327066960511974,-0.3422225948992672,-0.7240292260776341,-0.7257878388415295,-0.39014902754188324,-0.42083524666002714,-0.7980855327947824,-0.8098776481224104,0.299127220189141,0.5100438925591142,0.46534065066715197,0.46859161714781467,0.8710342591213893,0.25793911383108753,0.4123640029163196,0.46289429957259626,0.4671265440926797,0.46859161714781467,0.4754540268505049,0.4867083440609081,0.49665113227147234,0.5038685867276683,0.526616282688801,1.0,0.7159598986857479,0.5597879115852209,0.9609495111758859,0.6189859959627896,0.6132451853538806,0.7697266199142315,0.7608716859429329,0.49188333472283263,0.4614731256542069,0.6919825332996351,0.6456333217445185,0.42326861801402843,0.3776695171692162,0.6133097437693388,0.7407197405707996,0.7654929992876243,0.8961144942414485,0.8976334080539704,0.8561742844573063,0.8068176241982014,0.7654929992876243,0.7339861202948462,0.7063898851373259,0.681167045553839,0.6514445605723765,0.5815174967216719
sd__veg_height_skew,0.5437677781662538,0.4744020204702671,0.4591848865247803,-0.04453551538685711,0.26031635814151755,0.33342310693449795,0.3972158763931291,0.4382980389271369,0.4591848865247803,0.4705176858706128,0.4842084022206187,0.5016046806073308,0.5212744799895137,0.5739212537291543,0.38572637975437646,-0.027925761843273715,0.5347600096276682,0.24504078148529218,-0.012579322699062102,-0.0367936453228273,0.019807043385587947,0.005308354750037048,-0.5737744186440092,-0.5842241352138166,0.015229199026456378,-0.007134183488586667,-0.5641087726972884,-0.5552352553730425,0.6098896634511661,0.7120841357725616,0.7349196571647797,0.7222239435418997,0.7372777620887904,0.6311520875479749,0.6991049540320436,0.7254466531288779,0.7263393961124603,0.7222239435418997,0.7210513805664182,0.7229647673596514,0.7239108486058984,0.7207179050388419,0.7516677312003077,0.7159598986857479,1.0,0.898022011301921,0.7164567189770151,0.17902658844296804,0.18814064715449277,0.5644483372103455,0.5622710771181355,0.06806407851456393,0.03614505666103655,0.5153320596955457,0.4865090585627166,0.03367998258919815,-0.0013763631930400295,0.31283096445658465,0.4081406485902918,0.4501050744636312,0.5497317970665897,0.5631482080431098,0.5355556378615852,0.49011904420510594,0.4501050744636312,0.42245961416171685,0.4004703477203738,0.3799863134205287,0.3539609993345417,0.43487520451664674
sd__veg_height_kurt,0.5697227666119341,0.5585956130134704,0.544227209940719,0.17714774911636635,0.4782563671339114,0.5304763459323647,0.5548086889435829,0.5551655496810288,0.544227209940719,0.5335283471552642,0.5326862467379148,0.5402600158643615,0.5526702592420253,0.5250756044638784,0.17465220415574767,-0.2896946688426529,0.7793321579104289,0.02047467410267169,0.11108665701588959,0.08887492933649718,0.17992549293472931,0.15969370123993507,-0.3630272707677846,-0.3833464396498876,0.18983164365907962,0.1692365979415613,-0.33397819522146194,-0.32592879999981617,0.5883349274263466,0.6071235125886734,0.6451944876890734,0.6096547095692518,0.4638131300317171,0.6855197546293109,0.67107360700141,0.6487324144948162,0.6242055183153554,0.6096547095692518,0.6053406311503507,0.6081394600350427,0.6111404877604806,0.6107568154593446,0.6668459704429899,0.5597879115852209,0.898022011301921,1.0,0.5191281224566111,0.018193640462628186,0.024754952887628634,0.4478817462100383,0.4247524861521449,-0.07285213805311343,-0.11960579689689407,0.4270675581164054,0.4010964264753171,-0.08035789678743353,-0.11243110574135037,0.13880309614560027,0.22198859081702352,0.26398378281180596,0.42173596156446697,0.40012074564930755,0.35481293534707814,0.30284292803550544,0.26398378281180596,0.23942642950283968,0.22008742021713806,0.20050400338781996,0.17700535535744996,0.32236515359046947
sd__veg_height_gini,0.16848152615185563,0.05911230163878025,0.06300154305929041,-0.42602195749589616,-0.2611099649083446,-0.13939976992979097,-0.03488282174255292,0.028663605989718205,0.06300154305929041,0.08377805280683828,0.10396733717865679,0.12468855322743279,0.14587094302320652,0.30663514401493996,0.7027665736724354,0.30001587408598807,0.154231527962908,0.6163933492929623,-0.523743565123295,-0.5484796358976972,-0.34824968577311866,-0.3561138898774787,-0.7195729602898475,-0.720185464698627,-0.4063177169523282,-0.4333486540935748,-0.7966609620441322,-0.8063056612174426,0.27211317143849123,0.47014051592414363,0.45834276955718084,0.45742664208013867,0.9363605367021557,0.3182761646778547,0.45425029749187507,0.4831050180917827,0.46952226955820553,0.45742664208013867,0.4547833802349586,0.45886241556345186,0.4639207177559572,0.46729536915976894,0.4897256707523371,0.9609495111758859,0.7164567189770151,0.5191281224566111,1.0,0.637398348721075,0.6420306506720522,0.7623215590880693,0.7583096405885933,0.5308416778600774,0.5049258261852644,0.7110693330655119,0.6784213760635646,0.4790366920398681,0.4428964209856711,0.5581254704564985,0.6735271506317353,0.6716532951776527,0.8137043815312269,0.8149324440464328,0.7676181668570559,0.7134313247971484,0.6716532951776527,0.6441822964340563,0.623270424279088,0.6061269336781048,0.5844748555770831,0.529484410081424
sd__canopy_cover_gt1m,-0.5314975585679078,-0.5727805132971299,-0.5577727848318126,-0.4346396799388273,-0.5773802510671247,-0.560057627083789,-0.5452605209274148,-0.5478487391332142,-0.5577727848318126,-0.565391874474336,-0.5645660162284987,-0.5574712104842471,-0.5462321939524319,-0.42683805597320634,0.4061260446008215,0.37214018015903555,0.043504211335287354,0.39069373299704735,-0.841289207149666,-0.8441447231956501,-0.7776921519184987,-0.7808185936512652,-0.6110870594001032,-0.6101099786633837,-0.8108401521059665,-0.8209615644878266,-0.6577758668457812,-0.6768339806643725,-0.3881330330376667,-0.11515277525132114,-0.20853356893505506,-0.24469123926228836,0.5195085786206631,-0.30611590089072155,-0.22838576946127748,-0.22413017995437254,-0.24137593005688357,-0.24469123926228836,-0.23158830067590747,-0.2081687906401574,-0.18175076798666384,-0.15378679757824068,-0.17823372820063962,0.6189859959627896,0.17902658844296804,0.018193640462628186,0.637398348721075,1.0,0.9947622187948183,0.6516386787670764,0.6408491344875129,0.8976181201392959,0.89167733451226,0.6714823580741112,0.6559948757049292,0.8769192203944918,0.8639410096979139,0.6251884723589254,0.6435128112479723,0.5372070844845046,0.5042132589286097,0.5356132226514178,0.5333139486179824,0.5287867768617525,0.5372070844845046,0.5549585158874089,0.5726397983203049,0.5893443089955049,0.6018121608134042,0.5160086653412441
sd__canopy_cover_gt1m_w,-0.5203090353000164,-0.5600340956223844,-0.543337914809453,-0.410402147825713,-0.57132796359976,-0.549034408088447,-0.5313467752792513,-0.5330852570107488,-0.543337914809453,-0.5518045678220713,-0.5518412396312389,-0.5453469797477558,-0.5344998631692365,-0.41454126355429394,0.3945082950601425,0.33574434585625235,0.051977505476867206,0.3778644964599099,-0.8187094724503573,-0.8220476683260467,-0.7533857244972731,-0.75593995712242,-0.5743052131485699,-0.5728887627536464,-0.7920927411322235,-0.8030060522829513,-0.6292754980435445,-0.6499226787111932,-0.3933013413042751,-0.12187841102260615,-0.2042174092765528,-0.23941141725169307,0.5224321978045943,-0.2849633526300529,-0.20946471369175762,-0.21016113322876512,-0.23224657210284888,-0.23941141725169307,-0.22915597107611888,-0.20801329139382604,-0.18359225474977758,-0.15782003927941124,-0.18175536852609128,0.6132451853538806,0.18814064715449277,0.024754952887628634,0.6420306506720522,0.9947622187948183,1.0,0.638477325523986,0.6298175473576617,0.879916281643452,0.8761808535600728,0.6670931771927314,0.6579427780306675,0.8657635954855284,0.8578956024483393,0.5767372504430675,0.6013222517532791,0.4962099716976722,0.4967224558216005,0.5191362459642824,0.5066181843944434,0.49348543689890895,0.4962099716976722,0.510727741959924,0.5267309868049852,0.542406238569447,0.5539353156041349,0.46866141260626315
sd__fhd,0.17584917498492728,0.11614683335757742,0.11417659399804257,-0.25344105662588495,-0.050058185046438594,0.032099810121077856,0.08692961049282913,0.10926281020462988,0.11417659399804257,0.11628865935958421,0.12515703309119203,0.1391086731975807,0.15555911335749653,0.2256728817793806,0.4408813880122707,0.15801406330637288,0.2461756379579374,0.3639574878077907,-0.4161096828145864,-0.44104599360417374,-0.19343487216663957,-0.2039109456736686,-0.5609861346807333,-0.5667595269796661,-0.23774130659959902,-0.2626498278114876,-0.624567341692437,-0.6337603097271743,0.31005466209094046,0.4917371234561026,0.4423828006950279,0.3941362365805559,0.6977578636215479,0.3125402964931502,0.38779169393080126,0.4023626112316566,0.3943597153378926,0.3941362365805559,0.4060780078115092,0.42544219632202795,0.4459830919713447,0.465633156383062,0.4524385553511558,0.7697266199142315,0.5644483372103455,0.4478817462100383,0.7623215590880693,0.6516386787670764,0.638477325523986,1.0,0.9941593599728131,0.6767226885002527,0.6432330248005905,0.9716988020977305,0.950908963673715,0.6365433401358509,0.6062943803972874,0.5795140522110179,0.6117582235063348,0.559225121071663,0.5714199750818951,0.5882874041830539,0.5781504111646342,0.5633323546131968,0.559225121071663,0.5642070760108526,0.5702424197305355,0.5764289537632236,0.5775698088692114,0.5527385701458054
