site_plot_id,field_groundstorey,field_understorey,field_midstorey,field_upperstorey,groundstorey_rel_density,groundstorey_rel_density_w,groundstorey_capture,groundstorey_capture_w,understorey_rel_density,understorey_rel_density_w,understorey_capture,understorey_capture_w,midstorey_rel_density,midstorey_rel_density_w,midstorey_capture,midstorey_capture_w,upperstorey_rel_density,upperstorey_rel_density_w,upperstorey_capture,upperstorey_capture_w
NRO_52_P4,50.0,8.0,9.0,7.0,6.810305927840983,6.707334321312124,52.38002939960098,52.51262360958682,33.17739754375001,33.738446415657705,73.78669456254018,74.44234235484818,14.12787365255339,13.93400085181058,23.41847936215006,23.37377248783917,41.17566968458938,41.33814017292065,41.17566968458938,41.33814017292065
NRO_52_P5,28.0,15.0,4.0,20.0,8.219805757813644,8.213854563222815,52.66923952273923,52.72057969616751,26.09470611768686,25.922385520198993,63.59410279530442,63.61739167307715,13.3939063058518,12.613511698745473,25.80666859401261,25.597001002607524,45.865094399502944,47.05016515753391,45.865094399502944,47.050165157533904
NRO_O_56_P1,27.0,55.0,3.0,17.0,2.744413964292288,2.5367487875813532,35.91524023267576,35.91325047953914,27.369947145345318,27.739974811669526,78.18410716241333,79.2477833245432,23.66744707165876,22.556947056783265,39.18221560946428,38.3883447735759,41.97595547292738,43.36904281554846,41.975955472927375,43.36904281554846
NRO_O_56_P2,19.0,26.0,5.0,39.0,2.573380413197565,2.3449038879268946,36.593567239484045,36.556801783474064,21.69542615650451,21.36241025398499,70.48105780040164,71.07081665012296,29.07350912362473,28.611229826757985,46.71245183185078,47.08996979250577,42.52640150784436,43.99581141872758,42.52640150784436,43.99581141872759
NRO_O_56_P3,14.0,21.0,18.0,24.0,2.7589445100968835,2.5288909796989363,40.583310687316974,41.0028713940468,14.819224896512265,13.69117753009812,64.2470756368305,64.39776133669548,30.730934473325945,29.32502531099018,55.45845023139327,56.142616314440005,47.909837515648704,51.204539151179226,47.909837515648704,51.204539151179226
NRO_O_56_P5,6.0,8.0,10.0,14.0,2.8333693015785295,2.5350956539974177,35.044016431250995,35.182697239222655,4.614263889657757,3.9316957570437463,31.548741343860577,31.119593913637377,52.39195608067949,50.60661989790641,79.49061616701727,80.49834041883366,35.04777868396059,38.47328296542646,35.04777868396059,38.47328296542647
NRO_Y_82_P1,11.0,38.0,6.0,5.0,5.541032197646938,5.4538335400005415,39.02632551141168,39.139141715077635,10.871936865250442,9.831067007441868,45.32277097753868,44.70677748991265,37.32906453019516,35.93019681557484,63.2757759294974,64.24780503987925,38.2560323380451,41.003214293370654,38.2560323380451,41.003214293370654
NRO_Y_82_P2,21.0,10.0,11.0,18.0,3.9140776916528126,3.680317597823236,37.56961262599199,37.71911525061564,8.03947409452285,7.027586686159676,44.67660886318924,44.0412703604682,39.02958412931043,37.150556650325356,68.09553143297134,69.23794045460207,43.05213655394224,46.780010800844586,43.05213655394225,46.780010800844586
NRO_Y_82_P3,13.0,9.0,48.0,25.0,6.419449158016853,6.348694393409432,52.79915362213329,52.93562643101669,9.80775509392126,9.276663780672697,43.53710363610091,43.01211776213425,25.605638317577856,23.517850177768864,53.691567421569694,53.53419692901964,52.378274583589416,55.26533179875256,52.378274583589416,55.26533179875256
NRO_Y_82_P4,23.0,28.0,9.0,29.0,4.3976603915406915,4.229651502510776,49.87958332211128,49.93288962480226,8.59926689938529,7.776878563468504,48.56711738347147,48.10233891784973,32.745544565845236,30.339172516524048,65.87982930013868,66.45652643717229,49.83310149378137,53.42010029927147,49.83310149378137,53.420100299271475
NRO_Y_82_P5,11.0,21.0,8.0,20.0,4.142557915045955,3.933919856068214,43.1742194347106,43.52916821023665,6.817301934168506,5.907085677585856,44.50838894535198,44.079486144474096,33.62398114017436,31.44261296768558,68.79466539955929,69.70859552576269,50.671000976374046,54.39082503158693,50.671000976374046,54.39082503158693
NRY_O_14_P1,43.0,33.0,0.0,21.0,25.73889687272096,26.62853745306142,71.60239974513934,71.94210087987342,26.33432424672203,25.203745691441938,44.20286946220244,42.57899050745759,34.44252532717762,34.45322725048484,34.44404112226322,34.4545651179694,0.0037431903017071037,0.003272299983641503,0.0037431903017071037,0.0032722999836415027
NRY_O_14_P2,27.0,20.0,0.0,25.0,18.453589994869603,19.100236631265016,68.11685399250082,68.64179247128294,32.97690443519345,32.44811639817338,53.99901892840045,53.05849823306017,38.706880432094096,38.51644068631919,38.706880432094096,38.51644068631919,0.0,0.0,0.0,0.0
NRY_O_14_P3,35.0,23.0,0.0,21.0,19.04998856156505,20.02305976008364,63.68084760420224,64.29661102214155,30.62545223604223,30.32271860060011,48.88944041232606,47.74249829490084,38.736941784543774,37.974266328762376,38.736941784543774,37.974266328762376,0.0,0.0,0.0,0.0
NRY_O_14_P4,27.0,19.0,0.0,18.0,16.84996493746207,17.537789183052855,70.1639533286848,71.16675681810494,38.207483953718494,38.6304628519904,60.60529549425201,60.298936601785456,36.87621312588991,35.90361184623411,36.88225309105721,35.90853915866965,0.00919827478133006,0.007795151598739735,0.00919827478133006,0.007795151598739735
