site,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15
PPY_Y_22,0.17824189702654974,-3.3774095682536167,-0.27264378925491806,-0.8695805574425647,0.11184106801472506,0.6536923723327087,0.39993258920941716,0.2447311094605702,-0.33763343120904604,0.4976853344244362,0.1787641676342476,0.0663342329259999,-0.01588947048980739,0.0630096487141802,0.1563565762566153,0.081861532882973
PPY_Y_23,-5.77124417260319,-2.255477002976145,1.1886357317900857,0.01507750416766093,0.053151974004894346,-1.9535117659713774,-0.5672328984841793,0.8130819297698048,-0.043928460669547184,-0.02171454597729354,0.13631727254548487,-0.4519196122670844,-0.0782163515616613,0.012409102241844615,-0.1717691923143669,-0.03528663535271211
ULM_147,1.5366156222384122,6.094442615241781,-0.28264111050487434,0.01992167521803881,0.641977256334648,-0.5842488076581583,-0.3577643641007728,0.6700722105854737,-0.7230014319341393,0.4592442630782608,-0.16274712288588225,0.2847548050096087,-0.16352267879163973,-0.08185405737110091,0.09296044341623615,-0.014050095121486491
ULM_27,0.21794507491492396,1.9247354418631126,0.2223428552371912,-0.18992946083010068,1.1259805582966802,-0.37672838873561193,0.2790515079853809,-0.1794462384810906,0.10602025027089396,0.010237894269445286,-0.10701383914473446,-0.12749277163299186,-0.059272403124962986,-0.04715411889154033,0.062457973512400296,-0.04191092558212685
ULM_310,-0.08053768812438329,2.809638220355764,-1.0369370871499355,-0.5350093410369919,0.14716046568277263,-0.07711874031925754,0.6646007996371877,0.5422198898500333,0.3586654355251005,0.3310519941555712,0.1838997856957009,0.033243189808021635,-0.018254955831735694,0.03681744373980191,-0.012742664649393479,-0.10309115006414542
ULM_325,1.3716874755965596,3.115234025749615,-0.5869581734460675,-0.18090096345977807,2.2018129212672832,0.10843154353588835,0.10708930692345237,0.32292218685490287,-0.10106016020641258,-0.3013385558203895,-0.21696311737915672,-0.33814559813671397,0.12148047332248331,-0.10798967353759467,-0.0002325799955334795,0.046203326409585806
ULM_345,1.3318348171579546,3.887411127859654,0.5850247593171661,-1.2460176541509682,0.91185393820701,-0.16586930396392854,0.35852341823449974,0.5017685372657217,0.09475237391642978,0.04385246779314103,-0.04840047440751363,0.019102757173029138,0.18586170106415978,-0.15238211736734308,-0.04186548498460406,0.03415722880462661
ULM_80,1.110661916528249,1.691681552965312,-0.0016561252897728384,-0.40970106462088757,0.5443971754216095,0.2089757712494208,0.4890946593027424,0.4182683407842965,0.5818991071006709,0.09147353204977883,0.19159937507845598,0.005457105598205008,0.06533055429691396,-0.0655224860593284,-0.09991387616770342,-0.0397436761609716
ULO_107,2.107775847200224,1.6800621133900795,1.1215886003176574,-0.21030404974237774,0.15773438060667758,0.2507516844824323,-0.11308302092803829,0.025154536544517343,0.24635475714475566,0.04485481470996159,0.22206266571630598,-0.009023059553836019,0.22739580103224263,-0.09221131433631861,-0.08920377914885864,0.03013993261693815
ULO_139,1.6079411355033484,1.848000056409513,0.04214291638198716,-0.1492763223694831,0.5667605044722339,-0.5705463282427606,-0.3687366993025061,-0.18229442600234141,-0.06596179218205524,0.1899007088639705,0.12131024519895042,-0.015113493670953299,-0.048757248998941384,-0.11966861936545635,0.09028740409856434,-0.05923555754597279
ULO_188,0.686429606654472,1.2888643495318008,0.8925775511778143,-0.19347937940379628,0.23108129932824156,-0.7261156033022732,0.07519382260507368,-0.4323353291273958,0.23796745140569486,0.3073113528164649,-0.19280485455831847,0.22526356955543372,0.05576873733717749,-0.059997340595578354,-0.016910182372805907,-0.04565938834715633
ULO_237,0.6086890761154318,1.9707290155837727,-0.9439677571370293,0.5195708512324655,-0.6790690803834016,-0.8272835555774449,-1.2614395938266159,-0.4723783026191907,-0.15347033179244815,0.672964022382968,-0.02621240506294977,-0.07765236816984905,-0.16965371321979128,0.07056395244692011,0.023280636833251944,0.05944707013013955
ULO_271,-0.3329389673417421,1.333547009450707,0.7551382767279325,-0.40963068931677515,-1.61485192364863,-0.5473799604841235,0.1861811054348264,-0.2031786772232272,0.5111514114916169,0.16146651054450936,0.07481394417359245,-0.01132270586005724,0.1593456589233301,-0.10366908959702079,0.03109617747261065,0.026886099848966227
ULY_Y_231,-4.275548413913159,4.308827962359664,-0.44548658681708714,0.21167311957127524,-1.3311332181910238,1.5244417286572203,0.27112103188906883,-0.05519917616601089,-0.19702417811160788,0.04109891884602913,-0.17861989690241062,-0.1948160421487609,0.18395967905277288,0.036440911735204744,0.02038312568853529,-0.06789320661138121
ULY_Y_232,-5.8646088783256705,2.8935296880261796,-0.8468096801563778,-1.6080589903860658,1.5294949919289105,1.1483712071696766,-0.4019212841982752,-0.4735279906561748,0.42436534567738055,-0.12876973249533513,-0.26661533899749956,-0.022960746290754216,-0.15964409232740148,-0.009873557992863364,-0.03255392632657966,0.14194739041391127
ULY_Y_25,-2.7983390561396098,4.476800954214106,-1.4049736499332466,-0.26279123515013036,-1.1662830363624195,0.7747002937693297,0.5038941367453268,0.048074747292422074,-0.5060102596411579,0.02059837874996222,-0.09013623795042605,-0.455347700169453,-0.14314599561834102,0.18201486386616084,-0.045321516432059,-0.020080009461574885
ULY_Y_96,-6.432245467593299,0.6670811434279037,0.15307233219157632,-1.7650270313243412,0.435798100992809,0.399496692845934,-0.6524471442111314,-0.4221527805770201,0.6727556206881282,-0.3132481839866456,0.3923679159176014,0.2523316705130768,-0.03541366644690056,0.1894045594424207,0.12839806501334775,0.0068957113247896775
